user_id,name,review_count,ga_first_name,ga_gender,ga_accuracy,ga_samples
3k3hFdi0DqlGMSJ4Fmxknw,Betsy,700,Betsy,female,98,2904
IOC3Iuu8t3hhtPMt9ibmpQ,Rochelle,839,Rochelle,female,98,2416
LyrAjv8V6HWkceuTB4Xtkw,Duke,1234,Duke,male,98,2026
_vk88Fk8e7_HkXSMb9M9AQ,T,828,,,,
mGx4_NFJsOGiowPRb2hnBg,Kevin,1108,Kevin,male,99,140160
HGTdyEDygTqANThO64WDWQ,Steve,2048,Steve,male,99,80009
JZ7RPFpDhPHa4ay_wTnRDA,Amy,968,Amy,female,98,42632
96IKLbNHdK-sOAjuMwoegw,Julie,898,Julie,female,98,72376
ybJkYYEBvFGVb-or4i9_oA,Rebecca,2445,Rebecca,female,99,35211
QnRE07Ny1YytWBh2na4gNQ,Kat,748,Kat,female,95,7587
5Z-3tcM07Pyc4mOF2Rjt6Q,Jeremy,690,Jeremy,male,99,45294
xkmwzqyy4ZSMsEIejwq41w,Faye,753,Faye,female,86,2603
O8M-LETl8rMBPwr9E8HxXg,Ken,758,Ken,male,98,28348
fYkqa_hvgbnTPGKenYFMgg,Jen,673,Jen,female,92,12060
2-aqblo3d6iBBKgrbqdC0A,Jenn,705,Jenn,female,98,4574
MWuVbyBgP4vD24Rc7UH5xw,"Corey Tess",720,Tess,female,99,7575
R12GCq7XczBpP99KzenLAQ,Rey,922,Rey,male,95,6201
HKC-j6ShF_wUfB0q1BH5cw,Sebastian,1100,Sebastian,male,99,47850
vASaF47nWvCHEEDA8nfCVw,A,887,,,,
JUT0U3HTSB3kz9Wh7N0GqA,Corey,866,Corey,male,94,7614
mgpCWdcyglWx6QOxQkyamQ,Stella,903,Stella,female,99,41487
-zuV9Du1HFHaQ6GnVyGWsQ,Katharine,1748,Katharine,female,100,8487
Jmq2U2ATDyN_aGazRiJTKA,Gabriela,909,Gabriela,female,98,35737
41HLwXnR0Lm3NUp01cIOQg,Mona,1290,Mona,female,96,14961
HorQ90eiUPfnesQlIraaJA,Amy,1325,Amy,female,98,42632
D4IHMxZwxZRZMvkMEeSb1A,Bella,686,Bella,female,95,13072
9zK9ZYmGa0ciHf2NlucboQ,Joshua,1481,Joshua,male,100,35201
K6zfR8CUCEj_N7WuM3U23Q,Christy,795,Christy,female,93,7164
QSA05SquUKJZnxasypxvjg,.,900,.,male,55,1897
A2N4y0VeZ-3TtmBVCSVVnQ,Demitri,1618,Demitri,male,94,66
s75d8PSqVbCJtclvBdne3Q,Wes,1130,Wes,male,99,3296
MHmKe1NQ1pCpIrbK4XREDw,Pam,665,Pam,female,96,8377
7bwDw99gKkuxr-zBtzqvCg,Jake,1181,Jake,male,98,19342
OUDaJuPhq5dHi6XRPAGTCg,John,909,John,male,99,219085
0FMte0z-repSVWSJ_BaQTg,Roger,788,Roger,male,99,34849
jI5grCzPrcpYgqtNVygWRQ,Marko,1200,Marko,male,99,19140
YKT0lqXc8U8HqH8Zqitynw,.Alan,755,,,,
HuWEj615KvxRmjJq8JY7Ng,Malia,804,Malia,female,99,12016
cST8Zaw_m73cMYPYA1m1cA,Heather,1000,Heather,female,99,26287
g82R2_L85cOxE3ADIUdRpA,Diana,772,Diana,female,98,59982
AE8nHSRPFlB4nh7CP8PlGQ,Tiffany,1056,Tiffany,female,98,18036
eurIEcpGa_tTi1LMWa1pUA,Wes,1399,Wes,male,99,3296
pFRE2mNCQvx9DUU542c6Dw,Ashley,622,Ashley,female,84,40088
iC5JO52dGKJNxfzp3OVLPw,Barney,1009,Barney,male,97,1147
PYRIiQilTl1rkx83hm8ttA,Kenji,1146,Kenji,male,98,1939
wkrFqNxwTEEkG3mJV88Izw,Olivia,1063,Olivia,female,97,18705
AHz3sGxkZjAzv8uu0Q9hqg,Hiromi,1013,Hiromi,female,79,490
iQF2B8J3HDo8kDmd4eShKA,Cindy,644,Cindy,female,98,42419
7gNtYzygF7dB8e7k1mWdjA,Isabella,1147,Isabella,female,98,11891
d31wiC8swpcod_WEbvT7ew,Amanda,736,Amanda,female,98,64384
Mu6wz7_d6OBgRqkl4_NaXw,Kathleen,1605,Kathleen,female,99,10967
4SJS_m-JXc0oASx6x5Mjkw,Min,2154,Min,male,65,4933
b76FcjQd1RkpnP6I-ajhjw,Lisa,731,Lisa,female,98,75562
SssXdhbeYJOCF6sfSFwC-Q,Lena,993,Lena,female,98,20608
LEGudhGQU2sBvpyltEov1g,Christina,988,Christina,female,94,36391
tlxpbxBH8tNdM5bUmt4iww,Danielle,771,Danielle,female,96,32183
bMGXNeeymFqyaISCKJjCkA,Debby,1205,Debby,female,96,4051
B0QGBVCUm54vs_waVzcScA,Andi,1081,Andi,male,78,15150
HhVNG_1NOEyxfxudd6TSCg,Lauren,676,Lauren,female,97,25933
uNuPyXHbbtHnhWhPLamESQ,Anna,776,Anna,female,98,184558
GERRIWMslcP4-O6mLErPSQ,Melissa,896,Melissa,female,98,53987
FaPrtK-SB9sygQuxndPm3Q,Jon,1054,Jon,male,99,32478
1tdR4nHz-tg3qNLmmZqgTw,Antonio,639,Antonio,male,99,180825
fiGqQ7pIGKyZ9G0RqWLMpg,Margret,1653,Margret,female,97,619
paNtPIcJtA_7TqwC8q27-g,Tiffany,994,Tiffany,female,98,18036
Jpc99DcLrRRrFeT7rVK0cA,Lily,756,Lily,female,97,14077
Ht8iGitRu8kynEubcIhsTQ,H,702,,,,
eUmVXP9UnoWtz9NSBwY4jA,phil,1053,Phil,male,98,25391
GwlrUwkULm4ZLN-Kum5nag,Ian,3909,Ian,male,99,34076
f9xHtDot9Yjqalc1x_8-0g,William,825,William,male,99,67797
Frpav5mTr1bZhd7hkiwWxA,Vanessa,696,Vanessa,female,98,78451
w57Yn8npGhdDHmHFGKk2jA,Cheri,1560,Cheri,female,94,1562
Q-bBychImze2Yj1R0ifoMQ,Laura,764,Laura,female,98,163073
0GHsxjCk-Ynzx4Ihj8tjPQ,Debbie,796,Debbie,female,98,16945
HpyiJBzaloUGH7wOaQchyQ,Amanda,690,Amanda,female,98,64384
oZ4zwTAR2C9kGUL2aCGccQ,Bert,1292,Bert,male,98,7084
bm2DqfP4P454FjEtCbZdkQ,Lien,889,Lien,female,90,1638
kNV9dPP9EQod-x0SSVaV5Q,Lora,714,Lora,female,96,7063
DvcAC_nlKaTDsHcA8Slagw,Jon,962,Jon,male,99,32478
_uqIpl5tzucKuIlZZPBZRw,Eric,630,Eric,male,99,121922
iZNs250Zzjga4wSOU1AYcA,Mara,721,Mara,female,94,19784
ajxohdcsKhRGFlEvHZDyTw,Kelly,724,Kelly,female,88,48305
BsfZ3P6huGAVXG1TdZpQ6A,Richard,904,Richard,male,99,97659
_pGjwdjjyKyK8oah4ZJWjQ,Andrew,690,Andrew,male,99,82448
-3i9bhfvrM3F1wsC9XIB8g,Linda,699,Linda,female,97,68888
TJMgOTcm2ShyOpablSYbXA,Christina,780,Christina,female,94,36391
X_DkwPTzdO_VWzUcbUXREg,Eric,1590,Eric,male,99,121922
YRcaNlwQ6XXPFDXWtuMGdA,Chris,1921,Chris,male,93,163699
Rx7DNBmPPShVjlcQidGuTw,Helen,2440,Helen,female,98,23138
JADdo9NEeO5Az9aOYbyvZA,"Manda Bear",2382,Bear,male,100,68
KisZIfo92_OB_hMa7TvM5A,Sasha,900,Sasha,female,53,10493
PS80V0SCQiTtyt_hVuIsyA,Reid,776,Reid,male,99,4777
0cyp4yH4XUkOKcQuP3_G7A,Rain,711,Rain,female,100,4381
0KeT9NKimYkHN0wlrij-dg,Johnny,722,Johnny,male,99,26859
P4tSZPeEeDgVWaJH5hwwAA,Angie,963,Angie,female,98,17869
qcnZExVfVgsBCPCY5f-sng,Alisa,955,Alisa,female,98,10388
p_azadim_uWFOXAhhKB3ag,Alexander,783,Alexander,male,99,56237
-l9giG8TSDBG1jnUBUXp5w,Alison,828,Alison,female,93,14178
UYcmGbelzRa0Q6JqzLoguw,Emily,1700,Emily,female,98,36641
B9j0m37WOQ7HYhZEc7AM8A,Gregory,1149,Gregory,male,99,21213
HEPfqAH6ObF36Fp1B9Fi1Q,Sally,682,Sally,female,97,12522
FZQXGfmkMASFWq3JnuQZqg,Enigmajic,1232,,,,
xyqnCAQsARyayfkl0dSNKg,Audrey,892,Audrey,female,97,33454
DHUfDrzWi0rTSel-14RLoA,Thuyvi,922,Thuyvi,female,100,8
nJbdqWu2t1WtpsRK8MuB_A,jennifer,778,Jennifer,female,98,88317
thi-jmMx-himXfCw_EuDSw,Alison,651,Alison,female,93,14178
0_NbnQy2AwOUDtDUr4uDTg,Dave,763,Dave,male,99,53006
d67zTET_2IuVoWcUU0aWaQ,Janet,2197,Janet,female,98,16535
Bf87HcPERF9yiSjb2tQBqw,Kevin,1594,Kevin,male,99,140160
Reuq65EOFI938Yg8xgff9g,Faith,1151,Faith,female,100,11086
8wQIoFapkegkC5fcVYg_Iw,Jamie,1034,Jamie,male,62,29424
USZx-55MA2-lG2hBu6PWJA,Vineet,1001,Vineet,male,100,3071
augJQotyLB503iq1gVJ_tg,Coy,893,Coy,male,91,289
pNvcz5tOmbpJRKVQT8wSBA,Brad,663,Brad,male,100,15977
kxA0vTDi1KABuA5Tgg1HKA,Erika,2089,Erika,female,98,39357
JvQRbZYdMGuuDqTArles2g,Scott,747,Scott,male,100,48262
MoCD_-Eh_j6-dI0V57hG9g,Amy,1294,Amy,female,98,42632
7eFy-LxZuvS2K6PAQoibBA,Phil,876,Phil,male,98,25391
8Lc3-TTHjExd79GSQIHnAw,Christopher,627,Christopher,male,99,55041
h3CUVrO5yzV9mWkzye8ajQ,Marissa,983,Marissa,female,97,5194
KxGeqg5ccByhaZfQRI4Nnw,Ken,906,Ken,male,98,28348
nXMMoDzXRByQiWH9cf-FAQ,Michael,1074,Michael,male,99,211741
MI3wG3R12sQuTGdNvBBX3A,Yvonne,919,Yvonne,female,98,18241
rq3S_5Yg0E8ur0xWyZBczw,Cherish,672,Cherish,female,98,2846
vJU7VP831iKtwdwdD49MWw,Jason,1062,Jason,male,99,76567
UKU5x7fgNWzzdpCh3PqS0A,Canny,1635,Canny,female,52,122
QJykzZNT3gDRXO4WJ9AMUQ,Jim,898,Jim,male,99,40318
sTcYq6goD1Fa2WS9MSkSvQ,Sunny,841,Sunny,female,100,4578
hcZqq-a16ZTjaM2p2MljTg,Vicky,990,Vicky,female,63,23972
V4TPbscN8JsFbEFiwOVBKw,Mariko,908,Mariko,female,88,520
_xzu_cuxhcbbfx6ASYev_g,Sunny,765,Sunny,female,100,4578
ukkRTJLkQTx95fCalVn6BA,Jennifer,634,Jennifer,female,98,88317
QKhJkTpDuwnR6TozGT1eqg,Chris,759,Chris,male,93,163699
IpReaQYuXO_nB07xnkHuNw,Mary,769,Mary,female,98,76726
aqXY7pN0nIHfyrusGA71pw,Charlie,725,Charlie,male,85,19220
82dCHyU-ANOgdhxUgZsUeg,Marlon,2925,Marlon,male,99,12208
KCV-jezsN2Zy-UvI8vPhyg,Amanda,864,Amanda,female,98,64384
hOzOTyBQHk4WXmiTGaOy4Q,Tony,1038,Tony,male,99,99155
Z128ihQea7BLPh2T9q9sKA,Scott,725,Scott,male,100,48262
cqjRzEUUGfFVvNodtHNKRw,Katie,863,Katie,female,99,27554
vsKRK50xBL8hy3Kb_dqGlg,Wendy,1432,Wendy,female,96,26404
x9rkVoNB92HR_bFOe6MFTQ,Ronald,813,Ronald,male,99,20480
eSU_HjKOA3Ppt8oS07oYkw,Eric,925,Eric,male,99,121922
4jKdRw3wYpn7eUYnqbvNfw,Jason,796,Jason,male,99,76567
EDBTE8HMO-iN5hAi9B382A,Cindy,2110,Cindy,female,98,42419
I6YARR1VloAua-buFULo1Q,Tanya,892,Tanya,female,98,14886
-H6X7u_GCtqVXkGZmW7lzQ,Quisha,667,Quisha,female,100,24
3EIc7WAoiojTFdy3TGOMfQ,Anthony,640,Anthony,male,99,85303
7ziWZULyiZv2TesYNMFf4g,Linda,1747,Linda,female,97,68888
VdGROLLl2il5-gXmdKkUMQ,Daryl,666,Daryl,male,94,3422
VdUjcjZeSF7sH8Z-OZfIag,H,1027,,,,
37HswRimgBEf7_US-c3CDA,Adrienne,2500,Adrienne,female,99,3249
Z1Ce1N6F7vw9pKnsv8MtRA,Mike,995,Mike,male,99,116286
PKEzKWv_FktMm2mGPjwd0Q,Norm,2570,,,,
zPNrEv30Piqoig3YG4en2g,DineoutGal,874,,,,
YJ9oyi2BwqXwxl3DKoKHdw,"Marvin Abdul Hasib",700,Abdul,male,99,31552
IqIpCfg0qDhIkaUJGKzlyw,Diane,972,Diane,female,98,17672
Lfv4hefW1VbvaC2gatTFWA,DJ,1091,Dj,male,94,11847
zh7sSdnM3CefK8RBRWahZQ,Kat,1084,Kat,female,95,7587
sE1T1wT2alHRdy5iRezN0Q,Rach,1073,Rach,female,51,1798
x0i6NgHySrXWgb17gVMTuQ,Alice,1386,Alice,female,98,40209
yFlu57fNdST7YhizHIFniw,Jessica,1017,Jessica,female,98,115595
-8EnCioUmDygAbsYZmTeRQ,Mimi,1309,Mimi,female,88,27758
0DnQxBz82tU--KsevUFCTw,Ryan,1077,Ryan,male,99,64450
L9XZe2Bx6TzqrUp2YbFOLQ,Annie,740,Annie,female,98,24785
UtkjXTiMfGRz4R1zDF3Kxg,Susan,814,Susan,female,98,34211
es15UP55rfli8OTgYr7cZA,Mary,1773,Mary,female,98,76726
HXZox6rnDegmnC_t0dJdmQ,Jay,638,Jay,male,93,45116
kW2dk1CWihmh3g7k9N2G8A,Shradha,2302,Shradha,female,99,415
eCcjxh8zjAqn-kZVWZ_HJQ,Katie,1085,Katie,female,99,27554
tfg1Nhwx94Y4GdQHLVawbw,Ed,1025,Ed,male,98,12795
Jd17L6-fmSZzzF-0Fhjhxg,Carolen,1429,Carolen,female,100,5
u6Z1B5YdCLJHEbocIBhQwQ,Lily,1023,Lily,female,97,14077
RkVNb4DpKwehS3FAziAMVA,Kelly,1737,Kelly,female,88,48305
8M4_nA8e9VacrirvCwrl8Q,Steve,720,Steve,male,99,80009
yVxVGS68r_IDNIFWTK0JTw,Grace,1052,Grace,female,100,25751
cf-J2rZQyklNDFuTEeCIMw,Flor,1001,Flor,female,94,4885
WhptvJZbFVZ9EKcUN7s_GQ,Jocelyn,622,Jocelyn,female,71,5313
PTD6ocdGBUa-dcXS3Vr7Xg,Andy,1238,Andy,male,95,64001
VExHvFxiVeHXgLkl4xZa9A,Milee,1313,Milee,female,77,31
WALNtcSZlONK4Yj-o3pzKA,Dan,2218,Dan,male,97,61524
NDhDMKqSiBc0L06jKlFnmg,Nancy,1689,Nancy,female,98,35222
I4eTqRHq93iElqq4f5istw,Eric,1413,Eric,male,99,121922
KDewJBJknfWvQyHHFNbfdg,Jon,893,Jon,male,99,32478
tXqVduTJHLbrrwVEO8JX6w,Smitcha,781,,,,
FDQpUh4pC3PAP9rfRuaXmQ,Heather,958,Heather,female,99,26287
GpULAQqNdCCpZG0Ly6-5gA,Judy,770,Judy,female,97,10437
dEk7mXM4npuDPmxrwPcEgQ,Mary,804,Mary,female,98,76726
Q4Qfu-3vYtL1LRm2X1b0Gg,Albert,1232,Albert,male,98,31368
np_PA4ejejVhk4klYvnMDA,Dang,1266,Dang,male,71,1588
MGrNMMePj0kw-6LIL1SflQ,Clara,1262,Clara,female,97,22929
E_1rVCWq4NgbXhEjMC651Q,Taylor,649,Taylor,female,55,14147
U4INQZOPSUaj8hMjLlZ3KA,Michael,4631,Michael,male,99,211741
zkg-1BFMTZrsKy7mjRrrsQ,Paul,767,Paul,male,99,140849
Ar3bat-NGasrXDiS7WF8OA,Nette,1288,Nette,female,94,193
83hGjT-0qeA-x3wKM7X5Zw,Amy,980,Amy,female,98,42632
6OpU93by-nsgw_qCFaOFzg,Kathy,838,Kathy,female,98,17692
mhp7ixQA9dqRqXKYcW3F7Q,Amy,1353,Amy,female,98,42632
ab3reFeopcOWWDWcnFn2Rg,Albert,814,Albert,male,98,31368
sdnjNnQNpGB9OsX9fyJ0FQ,Phoebe,1207,Phoebe,female,99,5048
AGraTma9eEgsiJFDIy6tbg,Maile,1549,Maile,female,92,223
RnOUzL2fXcRMGq7AZy9Ptw,Lynne,1041,Lynne,female,99,3831
M9rRM6Eo5YbKLKMG5QiIPA,Aileen,949,Aileen,female,99,5024
qibGLHABNReGeJr2w4_8yQ,Amy,1404,Amy,female,98,42632
NsqDhj79N8x5NamFCRLAsA,Yvonne,1006,Yvonne,female,98,18241
C2C0GPKvzWWnP57Os9eQ0w,Clint,1117,Clint,male,99,3509
aomkMAGFrL-gD6cqQjB4bw,Johnson,778,Johnson,male,96,6930
yAACM20_jx5uDnQ_CyKkHA,Nicole,637,Nicole,female,98,65299
rv9d5TcnnxuOCX7ole_Clg,Jon,1934,Jon,male,99,32478
v1lkfLlqy1BofyOcBTPDtw,Robyn,658,Robyn,female,94,4241
cKJ0r01eF7E-tYp2FQOyRA,Michelle,2044,Michelle,female,97,66957
GX6YV2sORHR7tOma3mcYfw,Marina,843,Marina,female,98,57740
ugGd3ctRaKfc19JHxcrgyQ,Carrie,936,Carrie,female,98,8198
jNsPTMmg9EcqY7q2Q-Rm6A,Tiffany,1000,Tiffany,female,98,18036
oSq0NKO2x_DEllpua-xgrQ,Cyrus,927,Cyrus,male,99,3484
PmTAFPoq3bufn9FVxCWRvA,Stella,685,Stella,female,99,41487
43WiflwfTbmjizIfxvQ_jw,Scott,1024,Scott,male,100,48262
-u5kQutcNnqxtwi6PpV2FQ,Chanele,660,Chanele,female,100,16
qIJNQ5dyC6g6iIPIUGyVxA,Zan,843,Zan,male,76,624
lXKjU1d7uy4aG0c5dNTATw,Mika,2043,Mika,male,76,11329
kZJWAY828P8QZTqVYzhTCg,Fancypants,2162,Fancypants,male,75,4
D9IMOsV39BvoDNb08N9myQ,Alex,877,Alex,male,92,247706
ONqYv2Re2sLPdspqjsHfsg,Lou,724,Lou,female,61,8078
kcLuh-ck_Zj07TsodaaNUA,Ferdinand,653,Ferdinand,male,98,3274
gQspVZ78KbELItUKOxOblQ,Paul,989,Paul,male,99,140849
nOcP-0PIg4REFX4JeR49aw,Deborah,639,Deborah,female,98,22398
xzFwCeHtPczly7G8BRx9Qg,Liz,781,Liz,female,98,16248
QPgXLWsDRplZilp2OciAiw,Grace,759,Grace,female,100,25751
mgytZAasaiBf-END4aZD9w,Cat,1622,Cat,female,87,5673
5cd9IdAV9Dce3BdRDh9qCQ,Aly,749,Aly,male,71,5767
sZxXpvmBUN2fSCtK_BZFoQ,Dane,913,Dane,male,91,2555
QsM6BSlosKUpMnH9iAgvZA,Lawrence,760,Lawrence,male,98,9892
Mere0_uEOiC6yGPasep9HQ,Robert,877,Robert,male,99,145540
4LXaLFib9dOAavCN7gnE_g,Cass,928,Cass,female,67,668
rm-oUeqX0T3-SvaoGw2UJA,Sophia,1646,Sophia,female,98,12814
m8nDqQ7a3zQWfkNK1_vwnQ,Peter,661,Peter,male,99,146529
UE-rXhA8njNnADFkDA3EuA,Inigo,2552,Inigo,male,99,172
MpMQPuvABOgtZI-sE6ch2g,john,698,John,male,99,219085
o-t-i7nbT5N_cmkCXs5oDQ,David,653,David,male,99,381770
7-kypMrvP7E5WH8kog9K7g,David,653,David,male,99,381770
DK57YibC5ShBmqQl97CKog,Karen,2448,Karen,female,96,51469
1P9BpFZ_d3PGCdytDTYJCw,Solomon,2575,Solomon,male,99,8797
eyHW_diFXlqqL9EMu4LeHg,Leslie,767,Leslie,female,81,14894
LdWIjNvjdaAoAfpQhT6F9w,Tinna,932,Tinna,female,96,252
Ev55kUL77kZk6xCYam5www,Kali,1014,Kali,female,88,8690
Z46XayWATmC_DJ_lljSh8w,Don,702,Don,male,98,23550
8Nvvqnb60aFlZutylZd-Aw,Cynthia,1195,Cynthia,female,98,24359
GF-UBIwA0gEcUbAkve6s3A,Mark,926,Mark,male,100,48064
6oJzbP6dqPYoaSuCNKaITw,Mike,1374,Mike,male,99,116286
NXw0bCLF5ZtFMfhcj7CFSw,Tom,1342,Tom,male,99,87429
iC0jIdhBucaSDGWCHaSOsQ,Guillermo,652,Guillermo,male,99,14216
sBswn4u5KkmMyWVCV8mTrA,Cindy,1141,Cindy,female,98,42419
4IjzfbO7XKFNWWVufHNhww,Natalie,754,Natalie,female,98,22431
B5mpfVCviyUl9Bsdef5jUQ,Brian,712,Brian,male,99,69588
0510RFduyAjoyXwklkcYJQ,Matthew,716,Matthew,male,100,51412
LfKyD_XaTnfKoKujRZ1Wug,C.K.,665,C.K.,male,89,62
DICLJDdq0HpvOVYR5mB4gA,Eric,2850,Eric,male,99,121922
9U30DANobkrn3Zlu6T9p6Q,Jeff,1634,Jeff,male,99,46165
lHnMp5AxsBHyky2RG238Uw,Leanne,804,Leanne,female,99,10310
Il9EB1SLBALhvp7GOVMokw,Rich,742,Rich,male,100,65
cqf8dqO5_QUxjfo6WiM7yg,Adena,730,Adena,female,90,69
dAFchO8ZQvgeAV3ryYNtKA,Donna,747,Donna,female,98,18923
HFECrzYDpgbS5EmTBtj2zQ,Eric,5500,Eric,male,99,121922
YOw1yg8THktCCioY2q55_A,Claire,722,Claire,female,98,32304
-AaBjWJYiQxXkCMDlXfPGw,Tim,717,Tim,male,99,52554
cafRiSVWRXlxDEK2YNrJ6g,Amy,796,Amy,female,98,42632
HaoPeg2ySVEbQKN3gySxHQ,Michael,810,Michael,male,99,211741
seAX967Wk8qiVXOYjbregg,Cassidy,651,Cassidy,female,79,1422
zyLIp7DRFqeIE1Grrh3Zng,Derrick,1059,Derrick,male,99,5839
vHc-UrI9yfL_pnnc6nJtyQ,Michael,931,Michael,male,99,211741
fitXjNnwVB_HzqaBSrIGXQ,Victor,813,Victor,male,99,78043
qIossUhtsJ55_ciRTEqiPQ,Pracheta,660,Pracheta,female,60,30
bJcH5UNzLCXk-pxHnwAi9g,Kayla,785,Kayla,female,98,9983
hZfzVrhsCQ9JDAb2jYoJNQ,Ashley,718,Ashley,female,84,40088
lEw2VL9JCDFk3R5NzahqnA,Jessica,753,Jessica,female,98,115595
dNpKiatJ_s7hVaiUrd0e-w,James,626,James,male,99,131879
h1KzT38UnfzR7maSi7oVUw,Andrew,1128,Andrew,male,99,82448
JKIkdVqAJLEXTq92gF98bA,Mike,1319,Mike,male,99,116286
Ed20T0T3jkAqVBBiyXju6A,Jen,2198,Jen,female,92,12060
bpgbVPJcG-wQ4cNBcPPIxw,Monica,1113,Monica,female,98,56741
ypYEK8nw6N71jVrQBv09Ag,Mick,1224,Mick,male,98,9673
nW8ujzozMdCPeEhD-_QRcA,Kiki,938,Kiki,female,57,11951
y-XxUFQR_0WfAHaWdPDt2w,Laura,677,Laura,female,98,163073
ELcQDlf69kb-ihJfxZyL0A,Brad,1859,Brad,male,100,15977
qmVXmbchh1V-PYSpvWU_rw,Adam,1740,Adam,male,99,101742
P0pFmBdgsP4_ceJuRaMbBA,Debbie,952,Debbie,female,98,16945
IixIxVQJvJg7SDQM_WCMmw,Jerrica,1373,Jerrica,female,98,4565
TqXAebtAtO90ZmN_odc8mQ,Nora,2150,Nora,female,97,15230
hbF8TACKA2WsyBPdqtYGTQ,Ron,768,Ron,male,99,19779
yaBIVHDxaUBN2YHQ8-YiuQ,Meredith,1212,Meredith,female,98,3111
JvNMi2Oh6o6SfcIsq73KNA,Roger,692,Roger,male,99,34849
h3KpLypa9SZEw2ydFNC19Q,Alvin,759,Alvin,male,99,7247
hrWnftKtSg5kOlMkMUW0cQ,Christine,623,Christine,female,98,55857
6iQF02aNgeOk8s8dougtKA,Court,950,Court,male,100,89
q_cYc9EJN1fzV7zwzc6MkA,Analisa,672,Analisa,female,98,179
oCYxjlqjpnW5WJAo6HNR0A,Alison,1477,Alison,female,93,14178
xYUequ2aqMzq8kjfFMFVPg,Laura,880,Laura,female,98,163073
bfsX2VxPkZxiA-Hj-RHT4g,Brian,917,Brian,male,99,69588
J3d-o-CSeERm_fBWtliXdw,Kim,1117,Kim,female,68,48002
5XAXkk6WENi0OW_HSSXRWA,Chuck,1426,Chuck,male,99,7096
fkawweeCwxO7cWq8EgEkFw,Dan,1120,Dan,male,97,61524
q5R39EeDXWg32KghCsmBmg,Winifred,678,Winifred,female,95,412
9_dHJM9z0Pn_4W8v6u4fSg,Meena,875,Meena,female,94,1968
9df8KToLljo-v--Wke2W1w,Chelsea,1491,Chelsea,female,96,9679
GSsQ_AybkmJvT-PDh1Fchg,Candi,734,Candi,female,84,862
jveIBHpWOfZFv24luiDjPA,David,1404,David,male,99,381770
uU7GIgzs4-5Dtp9Vuymb3A,Nhung,782,Nhung,female,97,2432
KtERwGUIK2urGM1mejPYiA,Alexis,670,Alexis,male,77,31202
_WDhO6yeZQoVo5agXH3Tbw,Rita,826,Rita,female,98,40332
-fUARDNuXAfrOn4WLSZLgA,Ed,1360,Ed,male,98,12795
sVy5pmUN2J0sE2AzmgoBvw,Zain,1117,Zain,male,96,7271
_3nzCdwExy2AneQ8itz4Yg,Crystal,803,Crystal,female,100,46422
cK5sF7hIbwgDIikFL-RX4w,Julian,819,Julian,male,95,24021
8eQ7LmOK6KeSRXq_o8KaAw,Marcus,667,Marcus,male,99,25073
zvQ7B3KZuFOX7pYLsOxhpA,Ramona,2081,Ramona,female,98,9990
Rto4xWr5gXA2IbrfyAn-Xg,"Debbie Chiou",699,Debbie,female,98,16945
cPcStFGBlk-6lWWsttIfVQ,"Ee Vonn",2019,Vonn,male,66,50
C9ijJDnBaaWNQD5tLcNBFQ,Ryan,797,Ryan,male,99,64450
R2247iVcSL6CBUItgheD3w,Veronica,737,Veronica,female,98,38911
Sv3Q-VQ4jBi1KPpdnKztAg,Claudia,1336,Claudia,female,98,72003
Y_2jMUKz6pvJ0JSWG3u10A,Tina,674,Tina,female,98,39798
awQhT121Pe0R33sukfTyuA,Josh,639,Josh,male,99,33942
XgczxfTQzzwN62ciFn6Ysw,Jennifer,682,Jennifer,female,98,88317
0MeivhX0kZCfV3zMtHtk9Q,Charles,873,Charles,male,98,52754
m-2OHy6aP26oefPIiiTocg,Mark,635,Mark,male,100,48064
ZpUI9ze0YlA6nMSHwx3ZYQ,Derek,2344,Derek,male,99,15838
-pzlhxN6-DtuvpX4blnTxw,Lucy,751,Lucy,female,98,20520
40jyU6WuoTpYPkg8tPClXg,Jen,884,Jen,female,92,12060
-0IiMAZI2SsQ7VmyzJjokQ,Christine,936,Christine,female,98,55857
Goeb2D2E99xss3tMrX--FQ,Bonnie,832,Bonnie,female,92,6400
IF_G8EqbNODvD8RjTsvo8A,Cat,637,Cat,female,87,5673
TWqf1_xAIaYzh-OtrbQ6rw,Karen,626,Karen,female,96,51469
lp6-HtvKkTVEJNTDD2lTdA,Ashley,692,Ashley,female,84,40088
VQecZ-mrtF29hDD_AJbDHw,Jen,771,Jen,female,92,12060
9IRuYmy5YmhtNQ6ei1p-uQ,Demetria,821,Demetria,female,98,2975
1vB6Olfkba7Sb-Y6TfiB0Q,Donald,1404,Donald,male,99,12793
Wj0tIFlWz_1Uam1VDWYG5g,Ron,765,Ron,male,99,19779
qJgae_Bqpwx1qm8-bXA_cA,Patricia,655,Patricia,female,98,88761
iipaDtoA1zHFkbAF3Gn5Rg,Olwen,1058,Olwen,female,92,61
B1CvITVmO9aD6NFk0U_Y1A,Cherine,751,Cherine,female,98,266
HyXK2GNR9i4SWpLQGOqQYQ,Lynn,1115,Lynn,female,92,11199
L9ZJpCQgXzfNXiJI9ahyZw,Samantha,962,Samantha,female,98,35715
1HM81n6n4iPIFU5d2Lokhw,Shannon,2064,Shannon,female,88,16433
dsX3MiQiTy3OVI8MKn0I4w,Andy,1761,Andy,male,95,64001
fTWtXca0hmdjLQFvkrNDPw,Denny,675,Denny,male,92,6628
